"IAirbagDplInvsn","SDM_SFCANFD_20ms_ConFrP01"
"IAirbagDpl","SDM_SFCANFD_20ms_ConFrP01"
"IBrkPdlPosV","IBS_CHCANFD_10ms_ConFrP01"
"IFrtFogLghtOn","BCM_BDCAN_50ms_FrP02"
"IRrFogLghtOn","BCM_BDCAN_50ms_FrP02"
"IDipdBeamLghtOn","BCM_BDCAN_50ms_FrP02"
"IMainBeamLghtOn","BCM_BDCAN_50ms_FrP02"
"IBrkPdlPos","IBS_CHCANFD_10ms_ConFrP01"
"IFDRSts","FDR_BKPCANFD_100ms_FrP07"
"IEPSToqValAldMaxV","EPS_CHCANFD_10ms_ConFrP01"
"IEPSToqValAldMin","EPS_CHCANFD_10ms_ConFrP01"
"IEPSToqValAldMinV","EPS_CHCANFD_10ms_ConFrP01"
"ITrnsfCaseMd","IMCU_PTCANFD_10ms_FrP16"
"ITrnsfCaseMdV","IMCU_PTCANFD_10ms_FrP16"
"IEPSToqValAldMax","EPS_CHCANFD_10ms_ConFrP01"
"IClstrDspdVehSpd","ICM_INFOCAN_10ms_FrP01"
"IFLTireSts_BKPCANFD","ICC_BKPCANFD_400ms_SigGW_FrP01"
"IFRTireSts_BKPCANFD","ICC_BKPCANFD_400ms_SigGW_FrP01"
"IRLTireSts_BKPCANFD","ICC_BKPCANFD_400ms_SigGW_FrP01"
"IRRTireSts_BKPCANFD","ICC_BKPCANFD_400ms_SigGW_FrP01"
"IFOTAStatus","ICC_FOTASts_FrP01"
"ILDircnIndLghtF","BCM_BDCAN_50ms_FrP02"
"IRDircnIndLghtF","BCM_BDCAN_50ms_FrP02"
"IStatus_SensorState_LFSDA","LFSDA_BKPCANFD_50ms_FrP01"
"IStatus_SensorState_RFSDA","RFSDA_BKPCANFD_50ms_FrP01"
"IStatus_SensorState_LHRDA","LHRDA_BKPCANFD_50ms_FrP01"
"IStatus_SensorState_RHRDA","RHRDA_BKPCANFD_50ms_FrP09"
"IVehOdoV","ICC_INFOCAN_1000ms_FrP14"
"IVehOdo","ICC_INFOCAN_1000ms_FrP14"
"IEPMCUMotFltIO","EPMCU_PTEXTDCAN_10ms_FrP01"
"ISCSAutodDrvngSysSts","IBS_CHCANFD_20ms_ConFrP01"
"ISCSAutodDrvngSysStsV","IBS_CHCANFD_20ms_ConFrP01"
"IAutodDrvngSysMdReqResp","IBS_CHCANFD_20ms_ConFrP01"
"ISCSVehHoldA","IBS_CHCANFD_20ms_ConFrP01"
"ISCSVehHoldAV","IBS_CHCANFD_20ms_ConFrP01"
"IAutodDrvngToqReqResp","IMCU_PTCANFD_10ms_FrP05"
"IEPSAIPkgAngReqResp","EPS_CHCANFD_10ms_ConFrP01"
"IEPSAPAInh","EPS_CHCANFD_20ms_FrP02"
"IEPSAPASts","EPS_CHCANFD_20ms_FrP02"
"IEPSAIPkgAngReqRespInh","EPS_CHCANFD_10ms_ConFrP01"
"ISCUAPAUnderCtrlA","SCU_PTEXTDCAN_10ms_FrP00"
"IHODdiagSts","ICC_CHCANFD_50ms_FrP18"
"ISCUShifterLvrPos","SCU_PTEXTDCAN_10ms_FrP00"
"ISCUExtdShifterFlr","SCU_PTEXTDCAN_10ms_FrP00"
"IVehSpdAvgDrvn","IBS_CHCANFD_20ms_FrP15"
"IVehSpdAvgDrvnV","IBS_CHCANFD_20ms_FrP15"
"IVehSpdAvgNonDrvn","IBS_CHCANFD_20ms_FrP15"
"IVehSpdAvgNonDrvnV","IBS_CHCANFD_20ms_FrP15"
"IIBSAPASysFltSts","IBS_CHCANFD_20ms_ConFrP01"
"IBrkSysRddySysSts","IBS_CHCANFD_20ms_ConFrP01"
"IEPTEDUClntPumpSts","IMCU_PTCANFD_100ms_FrP11"
"IRDrvnWhlRotlDircn","IBS_CHCANFD_20ms_FrP05"
"ILDrvnWhlRotlDircn","IBS_CHCANFD_20ms_FrP05"
"ISCSAPAAcclA","IBS_CHCANFD_20ms_ConFrP01"
"ISCSAPAAcclAV","IBS_CHCANFD_20ms_ConFrP01"
"IBrkPdlDrvrAppdPrs","IBS_CHCANFD_20ms_ConFrP01"
"IBrkPdlDrvrAppdPrsDetV","IBS_CHCANFD_20ms_ConFrP01"
"IBrkPdlDrvrAppdPrsDet","IBS_CHCANFD_20ms_ConFrP01"
"IBrkPdlDrvrAppdPrsV","IBS_CHCANFD_20ms_ConFrP01"
"IEmgcBrkReqdByIECUSts","IBS_CHCANFD_20ms_ConFrP01"
"IExtnlBrkPrio","IBS_CHCANFD_20ms_ConFrP01"
"IExtnlBrkPrioV","IBS_CHCANFD_20ms_ConFrP01"
"IVehHzrdMdSts","BCM_BDCAN_10ms_FrP01"
"IFrtWiperMdSts","BCM_BDCAN_50ms_FrP02"
"IBntOpenSts_CHCANFD","ICC_50ms_SigGW_FrP01"
"ILdspcOpenSts_CHCANFD","ICC_50ms_SigGW_FrP01"
"IFrtPsngDoorOpenSts_CHCANFD","ICC_50ms_SigGW_FrP01"
"IRLDoorOpenSts_CHCANFD","ICC_50ms_SigGW_FrP01"
"IDrvrDoorOpenSts_CHCANFD","ICC_50ms_SigGW_FrP01"
"IRRDoorOpenSts_CHCANFD","ICC_50ms_SigGW_FrP01"
"ICCVcCmdReqSts","ICM_INFOCANFD_30ms_FrP10"
"IBrkSysHillStAstSts","IBS_SFCANFD_20ms_FrP03"
"INavSts","ICM_INFOCANFD_1000ms_FrP45"
"IADASStrgDlvrdToq","EPS_CHCANFD_10ms_ConFrP01"
"ILDrvnWhlRotlDircnSdslSts","IBS_CHCANFD_20ms_FrP05"
"IRDrvnWhlRotlDircnSdslSts","IBS_CHCANFD_20ms_FrP05"
"ILNonDrvnWhlRotlDircnSdslSts","IBS_CHCANFD_20ms_FrP16"
"IRNonDrvnWhlRotlDircnSdslSts","IBS_CHCANFD_20ms_FrP16"
"ILDrvnWhlRotlDistTRC","IBS_SFCANFD_10ms_FrP01"
"ILDrvnWhlRotlSeqNum","IBS_SFCANFD_10ms_FrP01"
"ILDrvnWhlRotlRstOcd","IBS_SFCANFD_10ms_FrP01"
"ILDrvnWhlRotlDistTmsp","IBS_SFCANFD_10ms_FrP01"
"IRDrvnWhlRotlDistTRC","IBS_SFCANFD_10ms_FrP01"
"IRDrvnWhlRotlSeqNum","IBS_SFCANFD_10ms_FrP01"
"IRDrvnWhlRotlRstOcd","IBS_SFCANFD_10ms_FrP01"
"IRDrvnWhlRotlDistTmsp","IBS_SFCANFD_10ms_FrP01"
"ILNonDrvnWhlRotlDistTRC","IBS_SFCANFD_10ms_FrP02"
"ILNonDrvnWhlRotlSeqNum","IBS_SFCANFD_10ms_FrP02"
"ILNonDrvnWhlRotlRstOcd","IBS_SFCANFD_10ms_FrP02"
"ILNonDrvnWhlRotlDistT","IBS_SFCANFD_10ms_FrP02"
"IRNonDrvnWhlRotlDistTRC","IBS_SFCANFD_10ms_FrP02"
"IRNonDrvnWhlRotlSeqNum","IBS_SFCANFD_10ms_FrP02"
"IRNonDrvnWhlRotlRstOcd","IBS_SFCANFD_10ms_FrP02"
"IRNonDrvnWhlRotlDistT","IBS_SFCANFD_10ms_FrP02"
"ITCSEnbd","IBS_SFCANFD_20ms_FrP03"
"ITCSDrvrItnt","IBS_SFCANFD_20ms_FrP03"
"IMSRA","IBS_SFCANFD_20ms_FrP03"
"IEBDA","IBS_SFCANFD_20ms_FrP03"
"IDistRCAvgDrvn","IBS_CHCANFD_100ms_FrP07"
"IDistRCAvgDrvnRstOcd","IBS_CHCANFD_100ms_FrP07"
"IDistRCAvgDrvnSrc","IBS_CHCANFD_100ms_FrP07"
"IDistRCAvgDrvnV","IBS_CHCANFD_100ms_FrP07"
"IAutodDrvngSysMdReqRespV","IBS_CHCANFD_20ms_ConFrP01"
"IEPBAPAAvlbl","IBS_CHCANFD_20ms_FrP04"
"IVCUAPAUnderCtrlA","IMCU_PTCANFD_10ms_FrP39"
"IVCUAPAFltRsn","IMCU_PTCANFD_10ms_FrP39"
"IEPTAPARevrDrgReqResp","IMCU_PTCANFD_10ms_FrP39"
"IEPTCrkAbotd","IMCU_PTCANFD_10ms_ConFrP01"
"IBCMAvlbly","ICC_INFOCAN_20ms_FrP00"
"IIMATEAvlbly","ICC_INFOCAN_20ms_FrP00"
"ISASAvlbly","ICC_INFOCAN_20ms_FrP00"
"ISDMAvlbly","ICC_INFOCAN_20ms_FrP00"
"IBPEPSAvlbly","ICC_INFOCAN_20ms_FrP00"
"IBMSBscSta","BMS_PTCANFD_50ms_ConFrP01"
"ITPMSTirePrsLowIO","BCM_BDEXTDCAN_400ms_FrP02"
"IFCRSysSts","RFSDA_BKPCANFD_20ms_FrP25"
"IBSDSelSts","RHRDA_BKPCANFD_50ms_FrP04"
"ILCASelSts","RHRDA_BKPCANFD_50ms_FrP04"
"IRDASwSts","RHRDA_BKPCANFD_50ms_FrP04"
"IRDASysSta","RHRDA_BKPCANFD_50ms_FrP04"
"IBatSOC","ICC_INFOCAN_1000ms_FrP14"
"IEPBCCCanclReqd","IBS_CHCANFD_20ms_FrP04"
"ILBSDAndLCAWrnng","RHRDA_BKPCANFD_50ms_FrP04"
"IRBSDAndLCAWrnng","RHRDA_BKPCANFD_50ms_FrP04"
"IBCMDrvrDetSts_CHCANFD","ICC_50ms_SigGW_FrP01"
"IPwrMdExtrCtrlAvlbl","BCM_BDCAN_10ms_FrP01"
"IMdOfPwrMd","BCM_BDCAN_10ms_FrP01"
"IStrgWhlAngSnsrFlt","SAS_CHCANFD_10ms_ConFrP01"
"IStrgWhlAngSnsrCalSts","SAS_CHCANFD_10ms_ConFrP01"
"IStrgWhlAngSnsrInid","SAS_CHCANFD_10ms_ConFrP01"
"IStrgWhlAngV","SAS_CHCANFD_10ms_ConFrP01"
"IStrgWhlAng","SAS_CHCANFD_10ms_ConFrP01"
"IEPTTrInptShaftSpdV","IMCU_PTCANFD_10ms_ConFrP01"
"IEPTStCmdOn","IMCU_PTCANFD_10ms_ConFrP01"
"IEPTTrInptShaftSpd","IMCU_PTCANFD_10ms_ConFrP01"
"IStrgWhlAngGrd","SAS_CHCANFD_10ms_ConFrP01"
"IVSELongtAcc","IBS_CHCANFD_20ms_FrP08"
"IVSELongtAccV","IBS_CHCANFD_20ms_FrP08"
"IVSELatAcc","IBS_CHCANFD_20ms_FrP08"
"IVSELatAccV","IBS_CHCANFD_20ms_FrP08"
"IVehDynYawRate","IBS_CHCANFD_20ms_FrP08"
"IVehDynYawRateV","IBS_CHCANFD_20ms_FrP08"
"IVehSpdAvg","IBS_CHCANFD_20ms_FrP15"
"IVehSpdAvgV","IBS_CHCANFD_20ms_FrP15"
"IWhlGndVelRDrvn","IBS_CHCANFD_20ms_FrP05"
"IWhlGndVelRDrvnV","IBS_CHCANFD_20ms_FrP05"
"IWhlGndVelLDrvn","IBS_CHCANFD_20ms_FrP05"
"IWhlGndVelLDrvnV","IBS_CHCANFD_20ms_FrP05"
"IRNonDrvnWhlRotlDircn","IBS_CHCANFD_20ms_FrP16"
"ILNonDrvnWhlRotlDircn","IBS_CHCANFD_20ms_FrP16"
"IWhlGndVelLNonDrvnV","IBS_CHCANFD_20ms_FrP16"
"IWhlGndVelLNonDrvn","IBS_CHCANFD_20ms_FrP16"
"IWhlGndVelRNonDrvnV","IBS_CHCANFD_20ms_FrP16"
"IWhlGndVelRNonDrvn","IBS_CHCANFD_20ms_FrP16"
"IStrgWhlAngSnsrMultCapb","SAS_CHCANFD_10ms_ConFrP01"
"ILNonDrvnWhlRotlDistPC","IBS_SFCANFD_10ms_FrP02"
"ILNonDrvnWhlRotlDistV","IBS_SFCANFD_10ms_FrP02"
"IRNonDrvnWhlRotlDistPC","IBS_SFCANFD_10ms_FrP02"
"IRNonDrvnWhlRotlDistV","IBS_SFCANFD_10ms_FrP02"
"ILDrvnWhlRotlDistPlsCtr","IBS_SFCANFD_10ms_FrP01"
"ILDrvnWhlRotlDistV","IBS_SFCANFD_10ms_FrP01"
"IRDrvnWhlRotlDistPlsCtr","IBS_SFCANFD_10ms_FrP01"
"IRDrvnWhlRotlDistV","IBS_SFCANFD_10ms_FrP01"
