scenario_id,truth_source,road_level,weather,time,low_velocity_ratio[%],average_ego_velocity[m/s],average_velocity[m/s],flow[/s],area_occ[%]
20241111_224739_n000003,robosense,城区道路,晴天,night,0.0,16.595104915376442,4.816596038031305,0.1290610908690582,0.009923081119564695
20241112_073957_n000003,robosense,城区道路,晴天,morning,0.3444038525406842,8.499734640483798,4.382435949108176,0.523068084706993,0.08710135406070578
20241112_073957_n000004,robosense,城区道路,晴天,morning,0.5700996677740864,8.432610959874054,2.971395494463878,0.2250609817668827,0.07303595381533644
20241112_073957_n000005,robosense,城区道路,晴天,morning,0.329688535453943,12.200919616122206,8.38998966168096,0.43638056948357595,0.09033209087032566
20241112_073957_n000006,robosense,城区道路,晴天,morning,0.6432360742705571,10.495917809497024,4.212773784095118,0.21558938778049594,0.09226411573867538
20241112_073957_n000007,robosense,城区道路,晴天,morning,0.2769485903814262,11.231435221160224,7.129915402199225,0.42950110062918573,0.08179153000388609
20241112_073957_n000010,robosense,城区道路,晴天,morning,0.3635759388501163,11.685857448254179,3.6025902940890178,0.1314343144088259,0.010440196113858454
20241112_073957_n000011,robosense,城区道路,晴天,morning,0.1736824660258535,11.546463760945198,6.476410438745292,0.3246266911107687,0.029086827473209655
20241112_073957_n000012,robosense,城区道路,晴天,morning,0.5582089552238806,9.326817759164461,4.5665962718196145,0.5016119881469432,0.06784728626706552
20241112_073957_n000013,robosense,城区道路,晴天,morning,0.34649850647195485,11.127201061917175,6.558999302691182,0.37480895436897693,0.09260565692843586
20241112_073957_n000015,robosense,城区道路,晴天,morning,0.6321036889332003,6.778533613778712,3.2009888356854734,0.3502487239343765,0.1268342600170452
20241112_073957_n000016,robosense,城区道路,晴天,morning,0.5096090125911199,8.885797519780494,3.1503614797727146,0.23992462521860555,0.08160337903203058
20241112_073957_n000018,robosense,城区道路,晴天,morning,0.47778514588859416,10.61943092073713,6.884293552937917,0.5469110520492003,0.10391019012798572
20241112_073957_n000019,robosense,城区道路,晴天,morning,0.4429329794293298,8.555639342937958,5.278000289191596,0.4007313554366561,0.10241643551554368
20241112_110349_n000001,robosense,高速/快速路,晴天,morning,0.0,24.304784682558395,5.6333307469169025,0.09723618738859345,0.010297512985315223
20241112_130846_n000003,robosense,城区道路,晴天,afternoon,0.5185922974767596,14.335268556496192,7.372715904319797,0.4194557462957844,0.07187218138834206
20241112_130846_n000004,robosense,城区道路,晴天,afternoon,0.36578073089700996,14.871588855216864,6.33080903652202,0.3488989420371861,0.09042977666192274
20241112_130846_n000005,robosense,城区道路,晴天,afternoon,0.38423318979794635,13.69459292515431,6.824545007836191,0.5206309917931433,0.1015020320999011
20241112_130846_n000006,robosense,城区道路,晴天,afternoon,0.34239310573417303,14.267494073438067,8.562300771312762,0.5326276365560745,0.08339316681293388
20241112_130846_n000007,robosense,城区道路,晴天,afternoon,0.4557213930348259,9.88884629032221,5.361569617448373,0.568835487277058,0.11961556915159711
20241112_130846_n000008,robosense,城区道路,晴天,afternoon,0.30912106135986733,11.994095339205078,6.078845668278841,0.531090741817756,0.07956915742146235
20241112_130846_n000009,robosense,城区道路,晴天,afternoon,0.5411686586985391,11.150090110457237,4.88177317835118,0.3303169642574045,0.058904422800028375
20241112_135817_n000001,robosense,城区道路,晴天,afternoon,0.0,15.767178729705002,12.192077343029895,0.6006454884226438,0.04732168192641895
20241112_155844_n000002,robosense,城区道路,晴天,afternoon,0.33576884755895053,9.57952830350399,5.695409027924368,0.5100087757163206,0.061989371011083996
20241112_155844_n000003,robosense,城区道路,晴天,afternoon,0.12860457408021214,12.514314718961081,9.590811393840179,0.6135522050544814,0.05608747096248145
20241112_155844_n000004,robosense,城区道路,晴天,afternoon,0.34239310573417303,9.909758395365168,6.1439301541456555,0.5137129409512039,0.07139112561944583
20241112_155844_n000005,robosense,城区道路,晴天,afternoon,0.21333775713337758,11.252337729061066,7.7905687168820865,0.5124463292530795,0.08367937448823899
20241112_155844_n000006,robosense,城区道路,晴天,afternoon,0.07235313640889479,12.74356977525892,10.925361012201227,0.4769188452934548,0.042097778937768324
20241112_163856_n000001,robosense,高速/快速路,晴天,afternoon,0.0,17.137472395400142,10.86329077439715,0.28291576668236557,0.017017663174451813
20241112_163856_n000002,robosense,高速/快速路,晴天,afternoon,0.0,20.025554194383933,15.918683492209794,0.4961116359240165,0.014417117730723685
20241112_163856_n000003,robosense,高速/快速路,晴天,afternoon,0.0,19.566443523431055,19.223592865237457,0.7170317188829286,0.03817632837556682
20241112_163856_n000004,robosense,高速/快速路,晴天,afternoon,0.0,19.794011673526377,20.37202749369766,0.9160480399634062,0.05670060390421029
20241112_163856_n000007,robosense,高速/快速路,晴天,dusk,0.0,20.507031026410377,16.62585813985143,0.4468552827099461,0.02705692380912361
20241112_163856_n000008,robosense,高速/快速路,晴天,dusk,0.0,19.110320365219092,16.520030946809822,0.6134892579289691,0.025884780353207033
20241112_163856_n000009,robosense,高速/快速路,晴天,dusk,0.0,19.50677851426641,17.107624049788765,0.71975435759026,0.033915782031221586
20241112_163856_n000010,robosense,高速/快速路,晴天,dusk,0.0,16.93087624065284,13.094224304217386,0.3877200826826499,0.03476512331824086
20241112_173051_n000001,robosense,城区道路,晴天,dusk,0.45336873547958845,10.350339900817593,5.314365069888381,0.3575721025746557,0.0797761372439459
20241112_181710_n000002,robosense,城区道路,晴天,night,0.10152621101526212,8.359330491442096,6.405391562269677,0.46178354519624687,0.0468379915416767
20241112_211119_n000001,robosense,高速/快速路,晴天,night,0.0,17.660880570226762,16.971442460053638,0.5367774935049485,0.014495746149287269
20241112_211119_n000002,robosense,高速/快速路,晴天,night,0.0,15.403829627092403,13.364791389238485,0.36125593482653123,0.010974097261904521
20241112_211119_n000003,robosense,高速/快速路,晴天,night,0.0,17.33359662013872,18.86939641171348,0.8716539306110908,0.025671843693407043
20241112_211119_n000004,robosense,高速/快速路,晴天,night,0.0,17.581353399699744,20.169833548996195,0.9168488266540821,0.025308205960871098
20241112_211119_n000005,robosense,高速/快速路,晴天,night,0.0,17.59797055919305,16.02963211018627,0.4273016611125114,0.011278112507419884
20241112_213642_n000002,robosense,高速/快速路,晴天,night,0.0,16.758247311572486,17.65322168977698,0.4728397949682627,0.012196561768787187
20241112_213642_n000003,robosense,高速/快速路,晴天,night,0.0,17.30045021419348,19.013608857262376,0.9964751633414559,0.03129053297067172
20241112_213642_n000004,robosense,高速/快速路,晴天,night,0.0,18.07774034227644,18.793438047238972,0.605050036709763,0.016843897175904763
20241112_213642_n000005,robosense,高速/快速路,晴天,night,0.0,19.15931435718372,18.357923623735743,0.7638169179167748,0.020916379219220703
20241112_213642_n000006,robosense,高速/快速路,晴天,night,0.0,18.730422960356602,13.563548051905741,0.3533904150301914,0.010047625846850625
20241112_220907_n000001,robosense,城区道路,晴天,night,0.5492210805435863,10.436922491473311,4.656444592818618,0.2975209076508584,0.06270402017029907
20241112_220907_n000002,robosense,城区道路,晴天,night,0.1761194029850746,12.120010471094442,9.621219879257,0.49493902244063,0.04345930049875933
20241112_220907_n000003,robosense,城区道路,晴天,night,0.46715328467153283,10.600517424373223,5.34876131975684,0.23938323042930526,0.06942520474003382
20241112_220907_n000004,robosense,城区道路,晴天,night,0.6261620185922975,8.008207051410979,3.2368582862296273,0.238288806762634,0.07143687300185779
20241112_220907_n000005,robosense,城区道路,晴天,night,0.5430089671205579,10.959592565374319,4.586309337348976,0.265106280450277,0.042453570489576854
20241112_220907_n000006,robosense,城区道路,晴天,night,0.29976813514408746,13.309777157534489,5.99722628546969,0.15090540211546102,0.017615180916755728
20241112_220907_n000007,robosense,城区道路,晴天,night,0.16771627444481274,16.21160420199781,5.579696994623757,0.11251298516607687,0.011277958866079187
20241112_220907_n000008,robosense,城区道路,晴天,night,0.12437810945273632,15.260861784219742,7.585789937179348,0.21728208987117598,0.024526917835545066
20241112_220907_n000009,robosense,城区道路,晴天,night,0.27846000663790244,14.926807560938263,6.947553351424966,0.2505165223971657,0.042891763061010925
20241112_220907_n000010,robosense,城区道路,晴天,night,0.2108933909000332,16.691445615957882,11.189272166529948,0.3141095704404015,0.02598347650027573
20241114_101032_n000004,robosense,城区道路,阴天,morning,0.21750663129973474,11.412765081757206,6.143914311711828,0.23465398902023343,0.04361086173790174
20241114_101032_n000005,robosense,城区道路,阴天,morning,0.47429519071310117,13.595400360330046,6.360770845458007,0.26217566473564774,0.06760113042948385
20241114_101032_n000006,robosense,城区道路,雨天,morning,0.2283438433455028,13.756225720682451,9.157218963669242,0.3964453532270971,0.061933837699131286
20241114_101032_n000007,robosense,城区道路,雨天,morning,0.399734395750332,12.07987523237161,6.802053845409583,0.48712846755083544,0.1096084906679523
20241114_101032_n000008,robosense,城区道路,雨天,morning,0.48055461616503214,11.39315676006178,6.462109125268421,0.4279265104037465,0.05935198240925906
20241114_105051_n000002,robosense,高速/快速路,雨天,morning,0.0,18.159259555354033,15.193191500254445,0.49217484024039043,0.015126605694200483
20241114_105051_n000003,robosense,高速/快速路,雨天,morning,0.0,17.981859121174065,18.754839177450467,1.153293692512511,0.03791739516078229
20241114_105051_n000004,robosense,高速/快速路,雨天,morning,0.0,18.154601088569397,19.66469271999632,1.2203044444184972,0.035570111040301486
20241114_105051_n000005,robosense,高速/快速路,雨天,morning,0.0,18.226688790020756,18.284738496691,0.8210598514246256,0.023246343875361973
20241114_105051_n000007,robosense,高速/快速路,雨天,morning,0.0,17.76212365300265,19.81151062739388,1.6058495342982662,0.04816713014322116
20241114_105051_n000008,robosense,高速/快速路,阴天,morning,0.0,20.470291629853175,19.76856465984345,1.179038539872723,0.03441012087328042
20241114_113237_n000002,robosense,城区道路,阴天,morning,0.1951543312313309,12.797249491091856,8.674088768596365,0.39082246755336286,0.03903309125653447
20241114_113237_n000003,robosense,城区道路,阴天,morning,0.17801394885420127,15.177443538916231,9.607762226518398,0.27249483168461736,0.01642467272243081
20241114_113237_n000004,robosense,城区道路,阴天,morning,0.22358803986710962,14.785352355147408,5.881514290790712,0.15399818448228755,0.01383602226337503
20241114_113237_n000016,robosense,城区道路,阴天,afternoon,0.1730322152108934,11.882565838649091,7.970417550600289,0.2875587040645014,0.027204204470452503
20241114_113237_n000017,robosense,城区道路,阴天,afternoon,0.2550513415038092,12.604383867229023,8.8760524125825,0.46879379762897233,0.05894978422541518
20241114_113237_n000018,robosense,城区道路,阴天,afternoon,0.34007292011932383,12.639018953774576,5.077775984141641,0.2683933870522858,0.0977460035754724
20241114_113237_n000019,robosense,城区道路,阴天,afternoon,0.4423076923076923,11.375879022936191,6.058410729061257,0.5001824265474689,0.12607588483997392
20241114_113237_n000020,robosense,城区道路,阴天,afternoon,0.31409618573797676,12.349393842298703,8.524376127511912,0.5733811382557269,0.07341747120902035
20241114_113237_n000021,robosense,城区道路,阴天,afternoon,0.34306569343065696,11.89585814500096,7.452191089414922,0.5112180567541723,0.07283212671083306
20241114_113237_n000022,robosense,城区道路,阴天,afternoon,0.37715803452855245,10.649714033995101,6.225081350613285,0.6835418535166428,0.1074292550742295
20241114_113237_n000023,robosense,城区道路,阴天,afternoon,0.6664451827242525,10.916366601607715,3.5983079322075344,0.3710654126097782,0.11394811627174059
20241114_113237_n000024,robosense,城区道路,雨天,afternoon,0.7892644135188867,6.490087001578613,2.2616564318879138,0.2584455866100683,0.09987875387136966
20241114_113237_n000025,robosense,城区道路,雨天,afternoon,0.26085515412661586,10.372679362061847,5.82100882430364,0.4467771998838054,0.054416662788278156
20241114_113237_n000026,robosense,城区道路,雨天,afternoon,0.5492537313432836,10.661973026940892,5.355019662531821,0.3967982585678235,0.14325443727081544
20241114_113237_n000027,robosense,城区道路,雨天,afternoon,0.563889810819781,10.423793481002297,4.257314834674385,0.27867638982478565,0.11172229744153822
20241114_113237_n000028,robosense,城区道路,阴天,afternoon,0.149734395750332,13.538200967808061,7.425043030980291,0.31456144934357844,0.05451381487616789
20241114_113237_n000029,robosense,城区道路,阴天,afternoon,0.09435215946843854,13.086368347561192,4.191083926952133,0.17411661624755959,0.04253402478059021
20241114_113237_n000030,robosense,城区道路,阴天,afternoon,0.5544882411394502,12.748907889752584,5.748030270707122,0.30932839622532965,0.10543838062595984
20241114_113237_n000031,robosense,城区道路,阴天,afternoon,0.38402915838303514,13.310685736444318,7.768907308736611,0.33714526230031433,0.06156070439290391
20241114_113237_n000032,robosense,城区道路,阴天,afternoon,0.14389920424403183,11.354332845678263,6.061756600939227,0.19761585606394758,0.01872174014460522
20241114_113237_n000033,robosense,城区道路,阴天,afternoon,0.39482415394824155,10.948068196444135,3.1709458358618274,0.1443824276966404,0.031315230967864136
20241114_113237_n000034,robosense,城区道路,阴天,afternoon,0.31164951875207436,7.9086936954822,3.742547136073758,0.2674113535327937,0.039046098781841856
20241114_153305_n000003,robosense,城区道路,雨天,afternoon,0.5382830626450116,11.483542095562235,2.2026345420757885,0.09482463941767941,0.13589982781460075
20241114_153305_n000004,robosense,城区道路,雨天,afternoon,0.0978441127694859,14.139355967851246,7.589158314445507,0.22576750648663882,0.022951671010794056
20241114_153305_n000005,robosense,城区道路,雨天,afternoon,0.7335766423357665,5.432851829980112,1.4421336552170332,0.2066561257351173,0.10760772343919763
20241114_153305_n000006,robosense,城区道路,雨天,afternoon,0.03419654714475431,13.382871704193356,10.563176122621282,0.40786486758032253,0.0429377871505749
20241114_153305_n000009,robosense,乡村道路,雨天,afternoon,0.06017287234042553,8.646455317957054,4.940999136578038,0.11715222226619759,0.013315075450599668
20241114_153305_n000010,robosense,城区道路,雨天,afternoon,0.3667785234899329,13.717233035194223,1.686991477367794,0.039888639509739955,0.013887965855308285
20241114_153305_n000011,robosense,城区道路,雨天,afternoon,0.4099502487562189,12.808381386323214,6.179648434658529,0.1902226816829024,0.03708994428525688
20241114_153305_n000012,robosense,城区道路,雨天,afternoon,0.5711915034848988,8.290691908299001,4.220626561730759,0.1957449892701706,0.05599482236004724
20241114_153305_n000013,robosense,城区道路,雨天,afternoon,0.40053138492195284,11.279960075970171,6.550517637963049,0.4452555874364754,0.07620624155363445
20241114_153305_n000014,robosense,城区道路,雨天,afternoon,0.31893687707641194,12.884096519074788,8.118408818725857,0.49320977096604385,0.07864346189839466
20241114_153305_n000015,robosense,城区道路,雨天,afternoon,0.4469847581179589,10.958601567615213,5.598587630468837,0.32030843113689134,0.06631695637373823
20241114_153305_n000017,robosense,城区道路,雨天,afternoon,0.2991708126036484,12.486971885290295,8.237519048688085,0.6028365033104333,0.06723026675687925
20241114_153305_n000018,robosense,城区道路,雨天,afternoon,0.7288416860272154,8.52776164173934,3.1351556184115115,0.44401014720324905,0.12733378900356537
20241114_175658_n000002,robosense,城区道路,雨天,night,0.706312292358804,7.359671299274151,2.293271614655767,0.36826188812748617,0.13237500427744156
20241114_175658_n000003,robosense,城区道路,雨天,night,0.3521033454786353,7.253356217606667,4.4459744563173365,0.5351852231408739,0.07095381145591208
